t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5
0.151184,0.795074227,0.877491299,1.545318111,0.847964214,0.485149478,-0.178652193,0.116918648,3.044725532,-0.224747074,0.56353007,-0.276697704,0.889692225,0.299995078,-25.18900593,-119.7946865,-23.2593458,-155.863263,-72.35755631,-0.000416939,3.544947678,4.536121447,4.078536487,3.087412963,8.07E-06,3.23E-07,0.044745693,2.46E-05,3.87E-06,0.043338659,0.878484252,0.009702808,0.089973628,0.914271228,0.002457431,0.08993833,0.914271288,0.002459816,0.052691889,0.934994565,0.001051792,0.089476616
0.15447,0.885156998,0.864832848,1.561052219,0.853285871,0.476160934,-0.17195682,0.124918932,2.961939353,-0.618464256,0.48708591,-0.788957859,0.651881902,0.299993707,-24.05396138,-117.9646175,-19.65279996,-155.1466393,-120.1534895,-0.000353528,3.69490045,4.686104401,3.928616512,2.937455164,7.77E-06,3.00E-07,0.044764258,2.22E-05,2.33E-06,0.04367979,0.867651088,0.010833164,0.089976516,0.911876085,0.002395143,0.089856191,0.91189922,0.002372068,0.089872718,0.934002346,0.000992219,0.089398425
0.157757,0.972828718,0.840443563,1.574662286,0.861214831,0.461097402,-0.170224615,0.129312339,2.88288361,-1.006166734,0.422495024,-1.298862758,0.256985478,0.299992545,-25.25567938,-115.0609366,-15.1301073,-154.1077983,-166.8134704,0.000856298,3.844696264,4.836067006,3.786009101,2.794535167,7.49E-06,2.80E-07,0.044779694,2.06E-05,1.68E-06,0.043923048,0.855310636,0.012340452,0.089979665,0.909522871,0.002353214,0.089845388,0.909684021,0.002215198,0.089850266,0.933063715,0.000938631,0.089312069
0.161043,1.058090912,0.804556348,1.586552257,0.871076357,0.440182054,-0.175498395,0.129096679,2.799878302,-1.384325975,0.372768418,-1.805353404,-0.291263626,0.29999536,-29.74014276,-112.9286199,-8.640202615,-152.9186779,-144.688695,0.000217736,3.844921409,4.836195568,3.935803642,2.944503243,7.23E-06,2.62E-07,0.04479273,1.92E-05,1.32E-06,0.044103455,0.840890866,0.01441977,0.089983006,0.907193929,0.002328942,0.08983648,0.907601072,0.002082949,0.089825652,0.932173562,0.000890153,0.089216844
0.16433,1.140664963,0.757417079,1.5972667,0.882225435,0.413317348,-0.188293584,0.124066416,2.702134357,-1.755477144,0.34437153,-2.307935886,-0.766797449,0.299996075,-36.31004147,-107.0905387,-3.204460436,-151.9719956,-101.0856952,-0.000694456,3.707058366,4.698226419,4.085573127,3.094488763,6.99E-06,2.46E-07,0.044803875,1.82E-05,1.09E-06,0.044241523,0.823489766,0.0174011,0.089986414,0.904873436,0.002320493,0.089829206,0.905631011,0.001970061,0.089799117,0.931327414,0.000846149,0.089112132
0.167617,1.220001263,0.699416254,1.607395498,0.894138873,0.380017967,-0.207101332,0.114938913,2.582797785,-2.107440878,0.333839751,-2.807407003,-1.099025665,0.299993793,-44.7512402,-99.13714416,2.143352187,-116.5265569,-90.18599667,-0.001453158,3.78042508,4.548278382,4.012157914,3.24447973,6.76E-06,2.31E-07,0.044813488,1.72E-05,9.30E-07,0.044349792,0.801606156,0.02188361,0.089989723,0.902546936,0.0023265,0.089823589,0.903758203,0.001872808,0.089770653,0.930521241,0.000806172,0.0889975
0.170903,1.295354649,0.63123201,1.617473805,0.905764416,0.340573112,-0.230458819,0.102417788,2.435718372,-2.433264987,0.340884092,-3.190383151,-1.395430936,0.299989017,-54.26955654,-88.73663454,6.429048958,-75.40119432,-84.72255028,-0.654978777,3.851449849,4.398311344,3.862403976,3.394473094,6.54E-06,2.18E-07,0.044821836,1.64E-05,8.13E-07,0.044436267,0.772549555,0.029056602,0.089992746,0.90020118,0.002345756,0.089819578,0.901969749,0.001788454,0.08974025,0.929751337,0.000769905,0.088872773
0.17419,1.365834858,0.55377033,1.627982573,0.915555151,0.296371632,-0.257573799,0.087053151,2.257356064,-2.724906785,0.362013803,-3.438196694,-1.673880045,0.297836364,-63.55493702,-75.53555912,8.047723243,-51.38180464,-61.94645289,-3.116382851,3.704672475,4.248340526,3.712584612,3.54446767,6.33E-06,2.06E-07,0.04482911,1.57E-05,7.24E-07,0.044506282,0.730936815,0.041612739,0.089995321,0.897823878,0.002377302,0.089817067,0.900254717,0.001715032,0.089707937,0.92901422,0.000737117,0.088738108
0.177476,1.430508535,0.468197945,1.639217514,0.922353747,0.248685711,-0.287396846,0.069440099,2.048476426,-2.973161931,0.388463447,-3.607068119,-1.877473239,0.287594061,-73.93623877,-62.41950757,9.745674821,-5.925962448,-60.39565412,-3.267713777,3.836076783,4.09837045,3.562968715,3.694462843,6.14E-06,1.95E-07,0.044835453,1.50E-05,6.54E-07,0.044563528,0.663986633,0.066950182,0.08999733,0.89540357,0.002420308,0.089815893,0.898603629,0.001651089,0.089673789,0.928306591,0.000707628,0.088594026
0.180763,1.488402896,0.375813933,1.651344885,0.925253351,0.199037026,-0.31900184,0.050281366,1.805477605,-3.178309867,0.420493579,-3.626544385,-2.075969579,0.276854394,-85.6551719,-49.31960882,11.48633728,17.35988053,-36.58577575,-0.812053962,3.982336609,3.94840553,3.712667636,3.844458246,5.95E-06,1.86E-07,0.044840958,1.44E-05,5.97E-07,0.044610647,0.530114042,0.133872591,0.089998722,0.892929227,0.002474343,0.0898159,0.897007971,0.001595657,0.089637987,0.927625283,0.000681308,0.088441521
0.18405,1.538425885,0.277912842,1.664536196,0.92373497,0.149026642,-0.351536358,0.030444121,1.523963342,-3.340403679,0.458244572,-3.569489407,-2.196212379,0.274185497,-96.75938316,-35.13119955,11.02724871,39.50340831,-11.74196801,1.530153629,4.114732804,3.798453318,3.86257086,3.994453589,5.77E-06,1.77E-07,0.044845669,1.39E-05,5.50E-07,0.044649566,3.54E-05,0.530078597,0.089998969,0.890389383,0.002539844,0.089817018,0.895459674,0.001548297,0.089600931,0.926967191,0.000658092,0.088282278
0.187336,1.579447959,0.175844318,1.678854196,0.917969093,0.099755941,-0.383750499,0.010813935,1.205953981,-3.455865869,0.494486725,-3.439657516,-2.234803527,0.2792145,-104.9382858,-20.06088886,6.91454224,39.6991149,34.84078123,1.5497537,3.967230039,3.648533056,4.012510315,4.144448563,5.60E-06,1.68E-07,0.044849596,1.34E-05,5.04E-07,0.044681759,2.93E-05,6.17E-06,0.02719067,0.887771317,0.002618067,0.089819248,0.893950771,0.001508903,0.089563259,0.926329238,0.000637953,0.088118707
0.190623,1.610513393,0.071056621,1.69406955,0.908770098,0.051870817,-0.413983337,-0.008000757,0.861063841,-3.521797981,0.517212057,-3.309182417,-2.120295826,0.28430792,-111.3146421,-5.345318572,1.590924886,39.48330772,81.49133088,1.561534977,3.81887516,3.498714771,4.162460822,4.29444273,5.44E-06,1.61E-07,0.044852741,1.29E-05,4.64E-07,0.04470836,2.64E-05,2.91E-06,0.024287576,0.885060503,0.002710813,0.089822605,0.892473325,0.001477446,0.089525751,0.925708384,0.000620854,0.087953673
0.193909,1.630901603,-0.034979514,1.709711027,0.897512227,0.005574934,-0.440199931,-0.025780462,0.495217171,-3.539365903,0.52244079,-3.179416589,-1.852466441,0.28944006,-117.6821897,8.940749957,-2.687161804,30.68363089,106.4060002,0.688302793,3.757059424,3.542084242,4.312406505,4.444435243,5.29E-06,1.54E-07,0.044855104,1.25E-05,4.29E-07,0.044730298,2.44E-05,1.92E-06,0.026385919,0.882239968,0.002820536,0.089827115,0.891019385,0.00145394,0.08948929,0.925101647,0.000606737,0.087790322
0.197196,1.639983712,-0.140835129,1.725300428,0.885532662,-0.039089327,-0.460960146,-0.042656299,0.10844292,-3.509981237,0.513609165,-3.078571777,-1.502752512,0.291702236,-124.4439043,23.48578837,-5.464371308,29.91524829,106.6189616,0.68526196,3.906576479,3.691896692,4.462324282,4.594424071,5.14E-06,1.47E-07,0.044856664,1.21E-05,3.99E-07,0.044748305,2.30E-05,1.46E-06,0.031540906,0.879289073,0.002950895,0.089832847,0.889580783,0.001438602,0.089454931,0.924506073,0.000595574,0.087632237
0.200483,1.637113081,-0.245090392,1.74048732,0.873669763,-0.082121478,-0.475906626,-0.05890653,-0.300554379,-3.432792852,0.495649964,-2.98025233,-1.152338664,0.293954418,-129.332746,38.25752435,-8.234277994,29.15738292,106.7904214,0.683328713,4.056402649,3.841797047,4.612142817,4.744401394,5.00E-06,1.41E-07,0.044857371,1.17E-05,3.73E-07,0.044762933,2.18E-05,1.20E-06,0.036214004,0.876181726,0.003107347,0.089839924,0.88814882,0.001431964,0.089423973,0.923918668,0.000587405,0.087483621
0.203769,1.621716074,-0.346299131,1.754996037,0.862399731,-0.123399462,-0.485236562,-0.074730473,-0.725619345,-3.307055683,0.468587188,-2.884423684,-0.801361295,0.296200246,-131.92853,52.97262641,-11.00240108,23.98291066,102.3032696,1.154475971,4.206297334,3.99171469,4.760748537,4.836206834,4.87E-06,1.35E-07,0.044857149,1.14E-05,3.49E-07,0.044774601,2.08E-05,1.02E-06,0.039194778,0.872884237,0.003297488,0.089848473,0.886714005,0.001434814,0.089397867,0.92333635,0.000582317,0.087349078
0.207056,1.593424497,-0.443006988,1.76855182,0.852026968,-0.162934315,-0.489220803,-0.090362318,-1.159215613,-3.132955865,0.4324267,-2.805601457,-0.465131399,0.299994546,-130.013078,66.24502799,-14.94598527,34.23885467,68.28729963,-0.007209602,4.356212467,4.141613293,4.620730369,4.836198362,4.74E-06,1.30E-07,0.044855905,1.10E-05,3.28E-07,0.044783643,1.99E-05,8.85E-07,0.040948897,0.869352719,0.003531518,0.089858558,0.885265877,0.001448128,0.089378047,0.922755925,0.000580425,0.087233185
0.210342,1.552207471,-0.533831228,1.780823674,0.842380103,-0.200587948,-0.488847062,-0.10577654,-1.586516558,-2.915234975,0.383305229,-2.693072047,-0.24069838,0.299970851,-127.2114839,79.0216786,-18.29072472,40.42409093,38.70377257,-0.710570324,4.506050766,4.291461499,4.535975502,4.836194644,4.61E-06,1.25E-07,0.044853536,1.07E-05,3.10E-07,0.044790332,1.91E-05,7.86E-07,0.042012192,0.865529768,0.003822951,0.089870126,0.883792877,0.001473,0.089365713,0.922174083,0.000581842,0.087139915
0.213629,1.498300976,-0.617486769,1.791454816,0.83298831,-0.236076186,-0.485635412,-0.12065092,-2.004609784,-2.655522349,0.323190939,-2.560214241,-0.113494572,0.297635491,-124.742541,91.99996322,-20.82013641,25.2670883,30.61570181,0.177494683,4.613270019,4.440986229,4.685302709,4.836196853,4.49E-06,1.21E-07,0.044849914,1.04E-05,2.93E-07,0.044794881,1.84E-05,7.08E-07,0.042692798,0.861339356,0.004190413,0.089883013,0.882282079,0.001510798,0.089361779,0.921587375,0.000586709,0.087072537
0.216916,1.431966318,-0.692705178,1.800157513,0.823546186,-0.269647964,-0.48046317,-0.134969201,-2.414588583,-2.353155296,0.254763484,-2.477171436,-0.012873016,0.298218845,-118.3946631,102.1337134,-24.92914399,4.803308774,56.99359241,0.501408997,4.463719857,4.401431206,4.834333469,4.836197996,4.37E-06,1.16E-07,0.044844848,1.02E-05,2.78E-07,0.04479741,1.77E-05,6.45E-07,0.043152016,0.856677908,0.004661448,0.08989699,0.880718519,0.00156356,0.089367026,0.920992099,0.000595276,0.087034112
0.220202,1.353638189,-0.758346843,1.806602777,0.814172355,-0.301939571,-0.472927902,-0.149314971,-2.803704449,-2.017482664,0.172831367,-2.461384883,0.174442109,0.299866776,-109.1022621,109.5848864,-29.71464618,9.856269109,74.407882,-0.123710694,4.314328404,4.2540406,4.761001659,4.836197672,4.26E-06,1.12E-07,0.044838085,9.90E-06,2.64E-07,0.04479798,1.72E-05,5.93E-07,0.043476678,0.851400619,0.005277288,0.08991172,0.879084516,0.001634002,0.089381881,0.92038423,0.00060787,0.08702688
0.223489,1.264087153,-0.813544264,1.81034916,0.805308495,-0.333036158,-0.462152211,-0.164257021,-3.162279912,-1.657321008,0.075171219,-2.428991272,0.418991032,0.299460188,-100.9309646,118.0842583,-32.73692656,35.22525845,54.78866725,0.156986266,4.45850493,4.21502411,4.61163396,4.836196576,4.15E-06,1.08E-07,0.044829316,9.65E-06,2.52E-07,0.044796638,1.66E-05,5.50E-07,0.043715943,0.845299873,0.006100747,0.089926736,0.877359024,0.001725492,0.089406151,0.919759384,0.000624845,0.087051524
0.226775,1.164174811,-0.857510875,1.811011507,0.797188595,-0.362263322,-0.448362468,-0.179517731,-3.493999591,-1.269225319,-0.032421954,-2.313219948,0.59905945,0.299976139,-92.50557554,126.0176643,-34.97831364,56.70431037,30.42898957,0.002574405,4.608057436,4.23367305,4.46211903,4.836193178,4.05E-06,1.04E-07,0.044818116,9.41E-06,2.40E-07,0.044793362,1.61E-05,5.13E-07,0.043898709,0.838066338,0.007233535,0.089941507,0.875516326,0.001842698,0.089439262,0.919112698,0.000646686,0.087107868
0.230062,1.054723183,-0.889434691,1.808331295,0.789809443,-0.38884707,-0.432726098,-0.194285903,-3.798028389,-0.8550557,-0.147381669,-2.126855578,0.699067358,0.2999846,-83.88591423,132.6664737,-36.80841749,79.78003577,7.658155135,0.000508828,4.757672807,4.234078656,4.312654506,4.836187339,3.95E-06,1.01E-07,0.04480387,9.18E-06,2.30E-07,0.04478804,1.56E-05,4.82E-07,0.044042723,0.829215385,0.008850953,0.089955485,0.873523932,0.001992394,0.089480398,0.918438611,0.000674087,0.087195301
0.233349,0.936577159,-0.908595455,1.802108563,0.783254987,-0.412156015,-0.416512027,-0.207741823,-4.07372781,-0.419034106,-0.268356204,-1.864650535,0.724236649,0.299986272,-75.13237947,136.9475397,-38.61083803,102.9687969,-3.839025043,0.001357469,4.83606848,4.163188476,4.163462137,4.836178554,3.85E-06,9.76E-08,0.044785709,8.96E-06,2.20E-07,0.044780485,1.52E-05,4.55E-07,0.04415946,0.817939699,0.011275686,0.089968131,0.871339613,0.002184318,0.089528409,0.917730641,0.00070797,0.087312439
0.236635,0.810598113,-0.91445339,1.792163856,0.77788599,-0.431545049,-0.400781298,-0.2191723,-4.320657867,0.031057638,-0.395254573,-1.526233317,0.71161931,0.299990734,-66.86947617,138.6604464,-40.26050568,125.7050007,-3.014019764,-0.000658086,4.836138615,4.017313497,4.017256815,4.836161237,3.76E-06,9.44E-08,0.044762385,8.75E-06,2.11E-07,0.044770445,1.47E-05,4.31E-07,0.04425665,0.802783331,0.015156368,0.089978957,0.868906929,0.002432685,0.089581801,0.916981098,0.000749543,0.087456991
0.239922,0.677628751,-0.906712842,1.778325262,0.77437248,-0.446304667,-0.38615543,-0.228129957,-4.540431068,0.486779021,-0.527574739,-1.113091298,0.701713434,0.299988571,-60.5678805,140.0942829,-40.7122053,137.6192026,-2.040216483,-0.001259085,4.836163466,3.940868331,3.94068762,4.836134486,3.67E-06,9.13E-08,0.044732065,8.55E-06,2.02E-07,0.044757616,1.43E-05,4.10E-07,0.044339647,0.78082329,0.021960041,0.089987581,0.866148119,0.00275881,0.089638768,0.916180719,0.000800378,0.087625742
0.243208,0.538388666,-0.885219559,1.760487298,0.773385368,-0.455881218,-0.372946159,-0.234432161,-4.739493446,0.947212851,-0.661379461,-0.660792067,0.695008059,0.299984433,-56.26877821,141.3794758,-39.84448834,139.2268216,-22.20400391,-2.264820384,4.836174599,4.067631619,3.794633069,4.83610651,3.58E-06,8.83E-08,0.044691946,8.35E-06,1.95E-07,0.044741628,1.39E-05,3.92E-07,0.044412158,0.745223773,0.035599518,0.089993793,0.862951914,0.003196205,0.089697346,0.915318113,0.000862607,0.087814923
0.246495,0.393401831,-0.849840539,1.738670353,0.775093094,-0.460194266,-0.361736461,-0.237904504,-4.924426397,1.411870595,-0.792332345,-0.203209235,0.622032386,0.292540875,-53.6824943,141.5359885,-38.1486002,141.3643056,-42.46352544,-4.537865545,4.836176067,4.192681922,3.645766994,4.836113218,3.49E-06,8.53E-08,0.044637544,8.16E-06,1.87E-07,0.044722041,1.35E-05,3.75E-07,0.044476727,0.675914593,0.069309179,0.089997617,0.859151436,0.003800478,0.089755525,0.914378906,0.000939207,0.088020519
0.249782,0.24300962,-0.800505411,1.713002213,0.779271871,-0.459408624,-0.35343981,-0.238242008,-5.100859267,1.877042734,-0.917711523,0.261398651,0.482471776,0.277626727,-52.21886585,138.4219298,-36.55920416,164.8433792,-41.42605718,-4.537222578,4.836174323,4.043856283,3.497027435,4.83612007,3.41E-06,8.23E-08,0.044561363,7.98E-06,1.81E-07,0.044698415,1.32E-05,3.60E-07,0.044535082,0.491490648,0.184423945,0.089999386,0.85448209,0.004669346,0.089811268,0.913344527,0.001034379,0.088238165
0.253068,0.08741345,-0.73735954,1.683644952,0.786053751,-0.453106853,-0.348619349,-0.235112984,-5.272481776,2.331980208,-1.037866993,0.803172853,0.346320908,0.262714693,-52.86303763,134.1210536,-34.18051879,188.2680119,-40.23232074,-4.523723712,4.836166961,3.89435323,3.349160501,4.836122097,3.33E-06,7.93E-08,0.044450271,7.81E-06,1.74E-07,0.044670504,1.28E-05,3.47E-07,0.044588357,3.50E-05,0.491455694,0.089999433,0.848494661,0.005987429,0.089862525,0.912190456,0.001154071,0.088462883
0.256355,-0.073345352,-0.660766609,1.650792704,0.795856156,-0.440261316,-0.34745372,-0.228163862,-5.44622142,2.772782424,-1.150204676,1.421934446,0.214093374,0.247847024,-56.28288066,129.9630184,-30.15538794,195.6880645,-23.10742843,-2.809942848,4.836151786,3.74476053,3.406106739,4.836120431,3.25E-06,7.59E-08,0.044279771,7.64E-06,1.68E-07,0.044638585,1.25E-05,3.33E-07,0.044637253,2.79E-05,7.04E-06,0.036045459,0.840352823,0.008141838,0.089907366,0.910883524,0.001306932,0.088689225
0.259641,-0.239467696,-0.571140685,1.614759621,0.808837365,-0.419956167,-0.34959183,-0.217265665,-5.63120072,3.199918843,-1.249313366,2.065082783,0.138148507,0.238611867,-61.93320354,124.6161172,-24.63959712,195.8639717,1.11444925,-0.342051619,4.836129746,3.595374569,3.554136198,4.836111556,3.18E-06,7.19E-08,0.044000797,7.48E-06,1.62E-07,0.044603937,1.22E-05,3.19E-07,0.044682072,2.47E-05,3.22E-06,0.040387193,0.828273948,0.012078875,0.089944206,0.909377416,0.001506108,0.088911707
0.262928,-0.411403704,-0.468946758,1.576015023,0.824854226,-0.391520564,-0.353945288,-0.202607419,-5.834750368,3.609482137,-1.330293858,2.708809255,0.141811255,0.23748768,-69.22461055,117.1978045,-17.70182236,192.5617788,22.28865142,1.788303528,4.836093324,3.487743845,3.703250625,4.836094049,3.12E-06,6.63E-08,0.043511347,7.32E-06,1.57E-07,0.044569604,1.19E-05,3.05E-07,0.044722948,2.26E-05,2.12E-06,0.042591764,0.80753526,0.020738688,0.08997195,0.907605036,0.00177238,0.089124897
0.266215,-0.589795869,-0.354809978,1.535172934,0.843435474,-0.354431185,-0.359148336,-0.184411182,-6.062263953,3.994664408,-1.388472663,3.341682742,0.215065131,0.243365118,-77.88534231,107.6384647,-9.11016815,157.9908514,34.59735621,0.598303046,4.692663093,3.637214465,3.852728274,4.836076206,3.06E-06,5.64E-08,0.042651553,7.17E-06,1.52E-07,0.044541136,1.16E-05,2.93E-07,0.044759926,2.10E-05,1.60E-06,0.043610725,0.758853117,0.048682143,0.08999018,0.905465037,0.002139999,0.089323376
0.269501,-0.77543654,-0.229563849,1.493001255,0.863470944,-0.308936729,-0.363835185,-0.16309462,-6.318241897,4.348428955,-1.418414139,3.860935428,0.328772791,0.2453315,-86.59663658,94.81601199,0.195051407,122.8246642,47.08463964,-0.645983721,4.542863213,3.786964778,4.002325892,4.836070957,3.02E-06,3.73E-08,0.041937974,7.02E-06,1.47E-07,0.044526293,1.13E-05,2.81E-07,0.044793029,1.97E-05,1.29E-06,0.044126495,3.69E-05,0.758816249,0.089999433,0.902796353,0.002668684,0.089501944
0.272788,-0.969189844,-0.094311172,1.450386971,0.883477027,-0.256112814,-0.366688717,-0.139333494,-6.602850378,4.660051232,-1.417773083,4.264610934,0.483521154,0.24320841,-94.43692446,78.78939091,9.656837235,87.59421811,59.21601366,-1.891925898,4.392990497,3.936790513,4.151874494,4.836067925,3.00E-06,2.33E-08,0.042467515,6.88E-06,1.43E-07,0.044532505,1.10E-05,2.70E-07,0.044822313,1.86E-05,1.06E-06,0.044413941,3.12E-05,5.65E-06,0.006740205,0.899326204,0.003470149,0.089655931
0.276074,-1.171879424,0.04952439,1.408260145,0.902128579,-0.19727849,-0.366455994,-0.113820455,-6.913226746,4.919000422,-1.386034924,4.552498066,0.678140488,0.236990407,-100.4924258,59.84837522,18.69060354,52.3570114,70.93922294,-3.141558423,4.24310127,4.086645138,4.301009056,4.836050172,2.97E-06,2.62E-08,0.042341481,6.74E-06,1.39E-07,0.044562416,1.08E-05,2.59E-07,0.044847899,1.77E-05,8.94E-07,0.044586808,2.83E-05,2.95E-06,0.01861439,0.894552732,0.004773472,0.089781657
0.279361,-1.384197317,0.200215202,1.367537157,0.918356448,-0.134000803,-0.362013074,-0.087244599,-7.243505124,5.115698074,-1.324606392,4.724574605,0.911289317,0.226665362,-102.897068,38.13743841,25.52339245,27.81245462,67.69768407,-5.527338114,4.093219263,4.236514056,4.288106183,4.810903478,2.93E-06,4.38E-08,0.042418889,6.61E-06,1.35E-07,0.044611193,1.05E-05,2.49E-07,0.044869984,1.70E-05,7.72E-07,0.044697136,2.62E-05,2.10E-06,0.039170834,0.887441072,0.007111661,0.089877048
0.282648,-1.606565564,0.35574983,1.329005076,0.931310543,-0.067845491,-0.352758612,-0.060157218,-7.581686597,5.241040568,-1.240721218,4.81598301,1.133784506,0.208499214,-100.8178672,15.02507934,28.92085293,4.326497429,43.77004181,-8.005397136,3.943358935,4.386382057,4.139445663,4.661142191,2.87E-06,5.46E-08,0.043475482,6.48E-06,1.31E-07,0.04466895,1.03E-05,2.40E-07,0.044888837,1.63E-05,6.78E-07,0.04477089,2.45E-05,1.62E-06,0.042924895,0.875468803,0.011972268,0.089942227
0.285934,-1.839000885,0.513909126,1.293173114,0.94017647,-0.000298536,-0.339088433,-0.032970004,-7.913034571,5.29042199,-1.145669951,4.830202475,1.277639113,0.182188678,-95.97188049,-7.711245533,30.08134668,-18.89631429,19.39995471,-10.48428367,3.793532728,4.536229262,3.99054111,4.51129151,2.82E-06,5.78E-08,0.044111767,6.35E-06,1.28E-07,0.044726076,1.01E-05,2.31E-07,0.044904774,1.57E-05,6.05E-07,0.044822042,2.32E-05,1.32E-06,0.043961307,0.850569733,0.024899071,0.089980038
0.289221,-2.081159201,0.672425502,1.260268964,0.944319066,0.067121377,-0.322053021,-0.006159879,-8.228455725,5.265078212,-1.046804606,4.768097854,1.341398998,0.147731035,-88.84510615,-29.20118544,28.80853463,-41.92353967,-5.303938572,-12.95936877,3.643766217,4.686014629,3.841952367,4.361420068,2.76E-06,5.84E-08,0.044439067,6.22E-06,1.25E-07,0.044776663,9.83E-06,2.23E-07,0.044918147,1.51E-05,5.45E-07,0.044858602,2.21E-05,1.12E-06,0.044383801,0.769053234,0.081516499,0.089996325
