t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5
0.138052,0.277452896,-0.690657901,1.43186687,0.848652365,-0.475103088,-0.217606419,-0.081936668,3.195231998,-0.112031197,0.466700481,-0.149419939,0.189822741,-0.289857701,-41.16743584,119.6515375,-33.06205187,260.1714752,3.82148858,-2.623784155,4.234147966,2.853323371,2.734893034,4.404443517,9.06E-06,4.14E-07,0.044516436,4.67E-05,0.114520437,0.089997015,0.917849898,0.006175303,0.089966559,0.924421124,0.003508762,0.089967889,0.924423617,0.003508763,0.045804583,0.936633554,0.001502826,0.089731505
0.141054,0.371453728,-0.688628712,1.444370797,0.850628734,-0.470825279,-0.21750625,-0.086286135,3.071682779,0.247059763,0.36747665,0.631390964,0.201291562,-0.297732043,-42.00119658,119.9565017,-29.71549727,242.57156,-31.61807987,-0.755381608,4.384142397,3.003319348,2.790624061,4.254570649,8.68E-06,3.79E-07,0.044567423,2.97E-05,1.69E-05,0.039969307,0.910895304,0.006954594,0.089972218,0.920975944,0.003445181,0.089965607,0.920978434,0.003445183,0.046275434,0.935234432,0.001399122,0.089682697
0.144055,0.46172035,-0.675799172,1.45403074,0.857666678,-0.456891198,-0.218919866,-0.087933761,2.945631327,0.607065964,0.278296296,1.359382065,0.106401292,-0.299999049,-44.49511024,118.9223626,-23.77398613,215.1413626,-40.42183825,-0.0001699,4.4161702,3.153316273,2.940597704,4.203470327,8.33E-06,3.49E-07,0.044607581,2.55E-05,4.24E-06,0.041424891,0.902972323,0.007922982,0.089977381,0.917567246,0.003408698,0.089963682,0.917569723,0.003408711,0.047224713,0.933926398,0.001308035,0.089627937
0.147056,0.548104246,-0.652200992,1.461268014,0.868665725,-0.434054675,-0.222538867,-0.086560967,2.812095292,0.963968569,0.206947246,2.005051316,-0.014910285,-0.299999559,-48.53431009,115.857691,-15.90105555,189.285091,-41.94639436,0.000529444,4.416165041,3.303313583,3.090586717,4.203379914,8.01E-06,3.22E-07,0.044639749,2.31E-05,2.45E-06,0.042376876,0.893810586,0.009161737,0.089982068,0.914167919,0.003399326,0.089962203,0.91416799,0.003401732,0.050618731,0.932698654,0.001227744,0.089566927
0.150057,0.63031058,-0.618017143,1.466708103,0.882394731,-0.403071429,-0.228348827,-0.082278326,2.666437055,1.311673667,0.15922596,2.573122287,-0.140797268,-0.29999797,-53.42026272,109.2774775,-7.603004298,150.6142602,-55.93982162,1.363347022,4.416161098,3.453310751,3.240581375,4.053406584,7.71E-06,2.99E-07,0.044665886,2.13E-05,1.73E-06,0.043007553,0.883016797,0.010793789,0.089986256,0.91075092,0.003416999,0.08991575,0.910779434,0.003388557,0.089927078,0.93154188,0.001156774,0.089499429
0.153058,0.707936036,-0.573681173,1.471084477,0.897383037,-0.364926226,-0.236379182,-0.075215448,2.506115392,1.639630626,0.136408283,3.025136699,-0.308680479,-0.295906375,-59.44539995,100.3113824,1.113354321,111.8597286,-69.52220036,2.726295336,4.416158182,3.603307576,3.390577737,3.903421943,7.43E-06,2.78E-07,0.044687391,2.00E-05,1.35E-06,0.043439024,0.870006008,0.013010789,0.089989897,0.907289097,0.003461824,0.089914254,0.907612031,0.003167403,0.089913924,0.930447957,0.001093924,0.089425282
0.156059,0.780488096,-0.519892994,1.475169225,0.912004144,-0.320961604,-0.246865548,-0.065493795,2.327711452,1.940679083,0.139749614,3.360843354,-0.517326304,-0.287724382,-66.42702235,89.01831879,9.426451674,73.05078488,-82.66956159,4.089248652,4.416153332,3.753303873,3.54057476,3.753436005,7.17E-06,2.60E-07,0.044705274,1.89E-05,1.11E-06,0.043744316,0.853883168,0.016122841,0.089992941,0.903755555,0.003533542,0.089914148,0.904628061,0.002983969,0.089899593,0.929409733,0.001038224,0.089344443
0.15906,0.847379708,-0.457565814,1.479735052,0.924765408,-0.27263728,-0.260061921,-0.053344158,2.128354688,2.207835479,0.168039711,3.580078953,-0.765429194,-0.275451977,-74.1655067,75.62788894,16.54286898,34.22424112,-95.38257087,5.452154607,4.416145081,3.903299311,3.690572031,3.603452985,6.93E-06,2.44E-07,0.044720261,1.79E-05,9.41E-07,0.043966862,0.833230451,0.020652716,0.089995361,0.900123323,0.003632232,0.089915103,0.901797459,0.002830602,0.089884315,0.928420821,0.000988912,0.089257052
0.162062,0.90794667,-0.387813363,1.485482156,0.934384042,-0.221535551,-0.276256482,-0.039125029,1.905773653,2.434805327,0.21768717,3.682790676,-1.051685599,-0.2590893,-82.46895734,60.55390684,21.75209082,-4.575365269,-107.6853507,6.814898613,4.416130587,4.053293208,3.840569275,3.453483059,6.70E-06,2.30E-07,0.044732868,1.71E-05,8.21E-07,0.04413314,0.80571503,0.027515421,0.089997165,0.896365009,0.003758314,0.089916982,0.899095582,0.002701877,0.089868175,0.927475425,0.000945396,0.089163501
0.165063,0.961465443,-0.311920896,1.492970154,0.939836603,-0.16933958,-0.295781654,-0.023333144,1.658272804,2.616536052,0.282968229,3.669059367,-1.374864363,-0.238636838,-91.12800441,44.37358002,24.47743214,-43.50544586,-101.1960889,6.200732024,4.306051665,4.203283816,3.990566186,3.410994425,6.48E-06,2.17E-07,0.044743453,1.64E-05,7.29E-07,0.044259838,0.767365378,0.038349652,0.089998408,0.892452278,0.003912731,0.089919635,0.896501538,0.002594044,0.089851299,0.926568192,0.000907233,0.089064505
0.168064,1.007170598,-0.231300441,1.502559277,0.940507653,-0.117776839,-0.318635928,-0.006713968,1.384784947,2.749707357,0.356428419,3.538493453,-1.678567947,-0.220027576,-100.7945509,28.06424995,25.65057904,-69.3306098,-74.9238311,3.475544796,4.156122448,4.353263993,4.140562163,3.560965471,6.28E-06,2.05E-07,0.04475225,1.57E-05,6.56E-07,0.04435784,0.711368992,0.055996385,0.089999181,0.888355012,0.004097266,0.089922918,0.893996885,0.002504653,0.089833885,0.925694094,0.000874098,0.088961183
0.171065,1.044234952,-0.147418638,1.514425451,0.936401643,-0.068294795,-0.344081072,0.009796166,1.082286434,2.833932087,0.433409386,3.330422618,-1.90342482,-0.209596981,-109.6791138,11.64422162,23.51846851,-87.64192948,-41.34997766,1.541395407,4.006164454,4.416151645,4.290554983,3.710949893,6.08E-06,1.94E-07,0.044759387,1.51E-05,5.97E-07,0.044434464,0.627148344,0.084220648,0.089999601,0.884039735,0.004315277,0.089926717,0.891564505,0.002432379,0.089816248,0.924848306,0.000845787,0.088855148
0.174066,1.071820012,-0.061754202,1.528523333,0.928079404,-0.02190906,-0.370871732,0.025352237,0.753124109,2.868878021,0.503991592,3.067396958,-2.027521873,-0.204971038,-117.2760937,-4.043689452,18.5241428,-98.4132421,-4.578911151,-0.042653853,3.856195541,4.416122003,4.41617071,3.860937953,5.90E-06,1.85E-07,0.044764912,1.46E-05,5.49E-07,0.04449479,0.505719,0.121429344,0.089999787,0.879467407,0.004572328,0.089930958,0.889187777,0.002376729,0.089798836,0.924026127,0.000822179,0.088748526
0.177067,1.089181041,0.024243071,1.544527843,0.916478759,0.020671135,-0.397607107,0.039343878,0.401162186,2.856742345,0.559585129,2.772045085,-2.041263824,-0.205099048,-121.7906749,-18.16083139,10.14481399,-85.6149402,34.13946635,-1.406822399,3.70622362,4.266277843,4.41617123,4.010926252,5.72E-06,1.76E-07,0.044768823,1.41E-05,5.09E-07,0.044542469,0.362479597,0.143239403,0.089999826,0.874590611,0.004876796,0.089935593,0.886850061,0.002337716,0.089782207,0.923222935,0.000803192,0.088643821
0.180068,1.095770338,0.109228223,1.56183062,0.902785465,0.059385745,-0.422836704,0.051583167,0.035651376,2.802239156,0.590031132,2.515102703,-1.938806522,-0.209321119,-124.8963614,-30.52786155,1.203804225,-72.66567921,72.72632974,-2.770007236,3.556255218,4.116331694,4.416171484,4.160911544,5.55E-06,1.68E-07,0.044771096,1.36E-05,4.74E-07,0.044580206,0.238682932,0.123796665,0.08999972,0.86934987,0.005240741,0.08994059,0.884534425,0.002315635,0.089766977,0.922434192,0.000788744,0.088543694
0.18307,1.091243787,0.192009778,1.579646117,0.888275177,0.094663436,-0.445116088,0.062270979,-0.339180033,2.710620783,0.593643916,2.29702286,-1.720544658,-0.217634297,-126.4956272,-41.30039689,-7.532584466,-59.53974431,111.1895565,-4.132915061,3.40629819,3.966378272,4.416171552,4.310884813,5.39E-06,1.60E-07,0.044771677,1.31E-05,4.44E-07,0.044610035,0.151257067,0.087425865,0.089999303,0.86366841,0.005681459,0.089945922,0.882223356,0.00231107,0.089753781,0.921655429,0.000778763,0.088450809
0.186071,1.075388968,0.271547418,1.597172968,0.874246049,0.12693135,-0.463064997,0.071784746,-0.718811062,2.586672529,0.571037579,2.118335779,-1.386849283,-0.230037752,-126.1924513,-50.5546306,-15.58761259,-49.98973432,145.7508829,-5.089292113,3.25638061,3.816435383,4.416171505,4.416151512,5.24E-06,1.53E-07,0.044770471,1.27E-05,4.19E-07,0.044633475,0.092271392,0.058985675,0.089998029,0.85744425,0.00622416,0.089951562,0.879898277,0.002325079,0.089743257,0.920882201,0.000773227,0.088367795
0.189072,1.048147314,0.346941052,1.613650111,0.86194879,0.156538425,-0.475437997,0.080614392,-1.097532218,2.434951028,0.524256979,1.96830961,-0.949430545,-0.245311428,-125.0072222,-58.93567975,-21.7501913,-33.33138168,155.4755254,-3.398393016,3.29255485,3.666541004,4.416171376,4.41615045,5.09E-06,1.47E-07,0.044767339,1.23E-05,3.96E-07,0.044651681,0.05147115,0.040800242,0.089994298,0.850538644,0.006905606,0.08995746,0.877539072,0.002359205,0.089735986,0.920110041,0.00077216,0.08829708
0.192073,1.009586273,0.417399239,1.628434641,0.852227161,0.183899232,-0.481564258,0.089363136,-1.472696335,2.258076829,0.458981619,1.868277483,-0.482826797,-0.255510479,-125.4023465,-68.13043977,-24.53335418,-29.65210045,132.7995059,-3.099379629,3.442468258,3.783553682,4.416171184,4.41614702,4.95E-06,1.41E-07,0.044762083,1.20E-05,3.76E-07,0.044665526,0.022069084,0.029402066,0.089982289,0.842758088,0.007780556,0.089963534,0.87512343,0.002415642,0.089732452,0.919334392,0.00077565,0.088240808
0.195074,0.959742457,0.482133825,1.641124458,0.845162787,0.209385473,-0.481842099,0.098416195,-1.849046276,2.053607872,0.3853536,1.779287391,-0.084276949,-0.26481215,-124.781045,-77.18390062,-25.82759253,-28.86049784,107.328194,-3.098696462,3.592420986,3.933437961,4.416170939,4.416140049,4.82E-06,1.35E-07,0.044754392,1.16E-05,3.58E-07,0.044675627,4.72E-05,0.022021932,0.089918795,0.833823666,0.008934422,0.08996967,0.87262561,0.00249782,0.089733085,0.918550458,0.000783934,0.088201072
0.198075,0.898627661,0.540323844,1.651537481,0.840368166,0.233141982,-0.477295987,0.107771385,-2.223531605,1.821968216,0.307841391,1.69267301,0.237829938,-0.274111771,-123.0709379,-85.98783723,-25.98883684,-28.1941937,81.85989632,-3.098263505,3.742384802,4.08336839,4.41617065,4.416125503,4.69E-06,1.30E-07,0.04474381,1.13E-05,3.40E-07,0.044682422,3.01E-05,1.70E-05,0.043407312,0.823317755,0.010505911,0.089975718,0.870014794,0.002610815,0.089738225,0.917753038,0.00079742,0.088179864
0.201076,0.826348323,0.591165441,1.659610064,0.837351413,0.255271355,-0.468953109,0.117311972,-2.592884663,1.563906717,0.229845265,1.6080583,0.48350291,-0.283410092,-120.447613,-94.52651906,-25.26538277,-27.66965455,56.39774761,-3.097627267,3.892351423,4.233304244,4.416170321,4.416085928,4.56E-06,1.25E-07,0.044729712,1.09E-05,3.23E-07,0.044686219,2.58E-05,4.30E-06,0.043715051,0.810587154,0.012730601,0.089981482,0.867253127,0.002761667,0.089748019,0.916936379,0.00081666,0.08817874
0.204077,0.743100944,0.63387779,1.665369631,0.835586318,0.275884049,-0.457809985,0.1268601,-2.954364758,1.280219443,0.154020326,1.525017806,0.65276042,-0.292706503,-116.6106191,-102.317242,-24.2594382,-33.61239837,24.70070678,-2.426134805,4.042314712,4.383213813,4.416169957,4.342247056,4.44E-06,1.20E-07,0.044711224,1.06E-05,3.07E-07,0.044687243,2.33E-05,2.50E-06,0.043946631,0.794551684,0.01603547,0.089986741,0.864292815,0.002960313,0.08976239,0.916093989,0.000842389,0.088198728
0.207079,0.649178443,0.667725108,1.668896454,0.834527535,0.294998219,-0.444992915,0.136092328,-3.304329498,0.973151122,0.081214366,1.424142308,0.726890688,-0.299987673,-111.1566029,-108.4432718,-23.81239114,-36.28158682,-3.383576263,-0.00342899,4.192261373,4.416127271,4.416169445,4.192680879,4.33E-06,1.16E-07,0.044687114,1.03E-05,2.92E-07,0.044685671,2.15E-05,1.78E-06,0.04412424,0.773292379,0.021259305,0.08999127,0.861071796,0.003221019,0.089781007,0.915218412,0.000875578,0.088240225
0.21008,0.545001945,0.692079909,1.670258449,0.833663426,0.312587611,-0.431711051,0.144636845,-3.637925974,0.647697731,0.009750058,1.315256203,0.716736104,-0.299997963,-107.3226902,-115.7586459,-22.2352334,-10.83371496,-3.247002327,0.000372484,4.342097602,4.416151999,4.416168091,4.342072705,4.22E-06,1.11E-07,0.044655628,1.01E-05,2.79E-07,0.044681674,2.01E-05,1.39E-06,0.044263552,0.743066267,0.030226112,0.089994877,0.857507222,0.003564574,0.089803256,0.914300945,0.000917467,0.088302816
0.213081,0.430989492,0.706338815,1.66954834,0.832619144,0.329147854,-0.418474618,0.152597564,-3.960016344,0.300289881,-0.056980981,1.282742713,0.706991397,-0.299996846,-102.3539388,-121.8452029,-21.48062253,1.715045675,-3.215656434,0.000532192,4.415954832,4.41615864,4.416166702,4.41590433,4.11E-06,1.07E-07,0.044614135,9.79E-06,2.66E-07,0.044675415,1.90E-05,1.15E-06,0.044375042,0.695614516,0.047451751,0.089997447,0.853484265,0.004022958,0.089828327,0.91333119,0.000969754,0.088385557
0.216082,0.307536764,0.709899836,1.666871931,0.831158365,0.345392525,-0.405177576,0.160346126,-4.267194797,-0.065384575,-0.121447326,1.287889804,0.697340763,-0.299995248,-96.33643333,-126.7379767,-21.61358139,1.698265443,-3.229556194,0.00057215,4.416003409,4.416161566,4.416165261,4.415944144,4.01E-06,1.03E-07,0.044558565,9.53E-06,2.54E-07,0.044667073,1.80E-05,9.84E-07,0.044465843,0.609840275,0.08577424,0.089998991,0.848836872,0.004647393,0.089855238,0.912296411,0.00103478,0.088486997
0.219083,0.175138411,0.702268876,1.662257516,0.829194332,0.361550621,-0.391785051,0.167995102,-4.556313876,-0.445742929,-0.1863127,1.292986536,0.687648414,-0.299993531,-90.17045029,-131.4267154,-22.00917597,1.679071128,-3.244908043,0.000805366,4.41604761,4.416163004,4.416163619,4.415959601,3.91E-06,9.94E-08,0.044482501,9.29E-06,2.43E-07,0.044656959,1.72E-05,8.63E-07,0.044540869,0.430130849,0.179709427,0.089999679,0.843314121,0.00552275,0.089882812,0.911180733,0.001115678,0.088604874
0.222084,0.034342998,0.683014523,1.655681299,0.826728819,0.377614433,-0.378303615,0.175536736,-4.82692798,-0.840172841,-0.252365308,1.298025663,0.677909992,-0.299991114,-83.86936814,-135.9007613,-22.66678366,1.65300657,-3.261999007,0.00125299,4.416062983,4.416163421,4.416161476,4.415923157,3.81E-06,9.55E-08,0.044375354,9.06E-06,2.33E-07,0.044645558,1.64E-05,7.71E-07,0.044603592,0.151550885,0.278579963,0.08999977,0.836515054,0.006799067,0.089909767,0.909963961,0.001216772,0.088736269
0.225085,-0.114288141,0.65172422,1.647095858,0.823763964,0.393576101,-0.364739924,0.18296323,-5.078631658,-1.24802999,-0.320391489,1.302986566,0.668120278,-0.299987354,-77.43922757,-140.1344545,-23.59328115,1.452717621,-3.448866076,0.019946971,4.416063777,4.416163135,4.416158638,4.41386428,3.72E-06,9.15E-08,0.044218761,8.84E-06,2.23E-07,0.044633604,1.57E-05,6.99E-07,0.044656522,3.87E-05,0.151512211,0.089996826,0.827750785,0.008764269,0.089934819,0.90861977,0.001344191,0.088877773
0.228087,-0.270181757,0.60800589,1.63642987,0.820302445,0.409425028,-0.351104752,0.19026421,-5.311037586,-1.668593043,-0.391198218,1.307346374,0.65776975,-0.29992749,-70.35828006,-142.9111083,-25.39485408,-11.36285714,-16.12275596,1.379111355,4.41607421,4.416162165,4.416155684,4.264307857,3.63E-06,8.71E-08,0.043979327,8.62E-06,2.14E-07,0.04462216,1.50E-05,6.33E-07,0.04470154,2.96E-05,9.11E-06,0.040151339,0.815717157,0.012033628,0.089956774,0.907112931,0.001506839,0.089025556
0.231088,-0.432728108,0.551543234,1.623560543,0.816366687,0.424962152,-0.337712735,0.197237627,-5.522192602,-2.097489221,-0.467411719,1.273244854,0.609383109,-0.295788585,-63.56246546,-145.2830053,-27.45272451,-24.29949736,-28.66884788,2.739208954,4.416077777,4.416160684,4.416152378,4.114642033,3.55E-06,8.18E-08,0.043594608,8.42E-06,2.06E-07,0.044612683,1.45E-05,5.75E-07,0.044740034,2.59E-05,3.62E-06,0.042232221,0.797578698,0.018138459,0.089974631,0.905394987,0.001717945,0.089175399
0.234089,-0.601300383,0.482103827,1.608314176,0.812037642,0.439816545,-0.325185711,0.203495698,-5.712952431,-2.533503793,-0.549801176,1.200318672,0.523343896,-0.287567836,-57.0145745,-146.3570829,-30.10697777,-45.42423988,-32.93440826,3.230594747,4.320571354,4.416158611,4.416148663,3.965060998,3.48E-06,7.43E-08,0.042956769,8.22E-06,1.98E-07,0.044606978,1.39E-05,5.25E-07,0.044773089,2.36E-05,2.31E-06,0.043322998,0.765644272,0.031934426,0.089987727,0.903397104,0.001997883,0.089322866
0.23709,-0.775295562,0.399531762,1.590477803,0.807598678,0.453460767,-0.314034281,0.208662769,-5.884061125,-2.972741822,-0.640156418,1.063994189,0.424503141,-0.277872371,-51.19128018,-146.3545272,-32.9845553,-71.14664522,-32.38508453,3.22410536,4.170676247,4.416155694,4.416144771,3.815879022,3.41E-06,6.22E-08,0.042008709,8.03E-06,1.91E-07,0.044606976,1.35E-05,4.83E-07,0.04480157,2.19E-05,1.72E-06,0.043914607,0.687709274,0.077934998,0.089995885,0.901017665,0.002379439,0.089463531
0.240091,-0.954154699,0.303777996,1.569800489,0.803610237,0.465108265,-0.304587696,0.212393963,-6.0376933,-3.411972181,-0.739147671,0.850473179,0.327310984,-0.268196381,-46.52471683,-145.6775084,-35.57170897,-96.53823929,-31.37817902,3.183706406,4.020732944,4.41615139,4.416140998,3.670381821,3.37E-06,4.47E-08,0.04142622,7.84E-06,1.84E-07,0.044614329,1.30E-05,4.46E-07,0.044826183,2.05E-05,1.38E-06,0.044257765,3.73E-05,0.687671995,0.08711101,0.898099508,0.002918157,0.089593174
0.243092,-1.13740388,0.194872507,1.546034,0.800748544,0.473890394,-0.297102314,0.214382484,-6.177320467,-3.849170712,-0.845903333,0.560748452,0.23314069,-0.258641633,-43.64878516,-145.9434209,-36.88485138,-105.6140379,-14.06940121,1.409818315,3.870775544,4.41614444,4.41613761,3.715629792,3.33E-06,3.57E-08,0.041612114,7.67E-06,1.77E-07,0.044629888,1.26E-05,4.14E-07,0.044847505,1.94E-05,1.13E-06,0.044469819,3.15E-05,5.75E-06,0.023735531,0.894384869,0.003714639,0.089708046
0.246093,-1.32470346,0.072833689,1.519000618,0.799634096,0.479168277,-0.291430054,0.214596297,-6.308316563,-4.287167284,-0.956599919,0.243785986,0.190916453,-0.254410572,-41.47620641,-143.7305765,-38.08982969,-131.1576385,-13.225385,1.401108773,3.720813713,4.416131442,4.416134938,3.566636701,3.29E-06,4.32E-08,0.041652386,7.49E-06,1.71E-07,0.044653284,1.22E-05,3.86E-07,0.044866023,1.85E-05,9.46E-07,0.044607908,2.85E-05,2.98E-06,0.033359357,0.889416972,0.004967896,0.089805156
0.249095,-1.515825749,-0.062251299,1.488584877,0.800847558,0.480278018,-0.287411052,0.213004865,-6.432792446,-4.7185228,-1.070912813,-0.149836389,0.151225227,-0.250205649,-40.64424101,-140.6634786,-38.22545922,-156.7547524,-12.31048168,1.399135174,3.570853603,4.416112916,4.416128607,3.416905964,3.23E-06,5.72E-08,0.042492261,7.33E-06,1.66E-07,0.044682927,1.19E-05,3.61E-07,0.04488214,1.76E-05,8.14E-07,0.044701821,2.65E-05,2.07E-06,0.040718892,0.882297843,0.00711913,0.08988242
0.252096,-1.710634335,-0.210145765,1.454724697,0.804965735,0.476284631,-0.285252599,0.20931804,-6.554771485,-5.140673528,-1.185632751,-0.620279275,0.114279754,-0.246006649,-41.26283351,-136.6011625,-37.10161874,-182.3511862,-11.28012981,1.398172259,3.420899904,4.416091837,4.416114146,3.267064845,3.17E-06,6.42E-08,0.043476365,7.17E-06,1.61E-07,0.044716402,1.15E-05,3.39E-07,0.044896195,1.69E-05,7.14E-07,0.044767997,2.49E-05,1.60E-06,0.043036526,0.87097785,0.011319993,0.08993892
0.255097,-1.909118765,-0.370530273,1.417463159,0.812455261,0.466181777,-0.285113998,0.203226421,-6.678607006,-5.550632679,-1.296979886,-1.167540631,0.08042651,-0.241810539,-43.29243513,-131.0500962,-34.71829718,-205.269686,-7.487723894,1.681333848,3.270957217,4.384819327,4.416090536,3.117211451,3.10E-06,6.64E-08,0.044060684,7.01E-06,1.56E-07,0.044751092,1.12E-05,3.19E-07,0.04490847,1.63E-05,6.36E-07,0.044816023,2.36E-05,1.31E-06,0.043917339,0.849513169,0.021464681,0.08997528
0.258098,-2.11139806,-0.542974219,1.376957296,0.823593039,0.448894699,-0.287023778,0.194436049,-6.808533645,-5.943932305,-1.40117434,-1.783583603,0.057954806,-0.236764621,-46.35180268,-122.9963473,-31.45445814,-218.0323963,6.41529049,3.041966071,3.121038493,4.234950536,4.416045592,2.967390178,3.04E-06,6.66E-08,0.044386909,6.86E-06,1.51E-07,0.044784759,1.09E-05,3.01E-07,0.044919204,1.57E-05,5.73E-07,0.04485175,2.25E-05,1.12E-06,0.044329721,0.790549031,0.058964138,0.089993997
